Image File Name,Train Or Test,count,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64
img_1.jpg,Train,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,1,1,0,0,0,6,0,6,1,1,6,0,0,6,0,6,1,1,0,0,0,6,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_2.jpg,Train,4,0,0,0,0,0,0,0,0,0,0,0,10,10,0,1,0,1,1,0,10,10,1,1,0,1,1,0,10,10,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
img_3.jpg,Train,3,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,0,3,0,0,0,0,0,2,0,3,0,3,0,0,0,2,0,3,3,3,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_4.jpg,Train,4,0,0,0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,9,9,9,9,9,0,0,0,9,9,9,0,9,0,0,0,9,9,9,0,9,0,0,0,9,9,9,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
img_5.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,6,9,9,9,9,0,0,9,6,9,9,9,9,0,0,0,6,9,9,9,9,0,0,9,0,9,9,9,0,0,9,6,0,0,0,0,0,0,0,0,0
img_6.jpg,Train,4,0,0,0,0,5,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,5,0,0,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,0,5,5,5,5,5,5,0,0,5,5,5,5,5,5,0,0,5,5,5,5,5,5,0
img_7.jpg,Train,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,5,5,0,5,0,0,0,5,5,5,5,5,5,0,0,5,5,5,5,5,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0
img_8.jpg,Train,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0
img_9.jpg,Train,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,0,0,8,0,3,3,3,3,0,0,0,0,3,3,3,3,0,0,8,0,3,3,3,3,0,8,8,0,3,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0
img_10.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,7,7,7,7,0,7,4,7,7,7,7,0,0,7,4,7,7,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_11.jpg,Train,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,6,6,0,6,6,6,0,6,0,0,6,6,6,6,0,6,6,6,0,6,6,0,0,6,6,6,0,6,6,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0
img_12.jpg,Train,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,0,7,7,7,7,7,7,7,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_13.jpg,Train,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,7,0,7,0,7,0,7,7,7,7,7,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_14.jpg,Train,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,9,9,0,0,9,9,9,9,9,9,0,0,9,9,9,9,9,9,0,0,9,0,9,9,9,9,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0
img_15.jpg,Train,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,0,0,8,0,3,0,3,0,0,0,8,0,3,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_16.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8,0,8,8,8,8,8,8,8,0,8,0,0,8,8,8,8,0,8,0,0,8,8,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0
img_17.jpg,Train,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,6,3,3,3,0,0,0,6,6,3,0,0,0,0,0,6,0,3,3,3,0,0,0,6,0,3,3,3,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0
img_18.jpg,Train,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,7,7,0,9,9,9,0,7,7,7,9,9,9,9,0,7,7,0,0,0,9,9,0,7,7,0,0,0,9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0
img_19.jpg,Train,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8,8,8,8,8,0,8,0,8,8,8,8,8,8,0,8,8,8,8,8,8,0,0,0,8,8,8,8,0,0,0,8,8,8,8,8,8,0,0,8,8,8,8,8,8,0
img_20.jpg,Train,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,10,10,10,0,0,0,10,10,10,10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_21.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,3,0,3,3,3,3,0,3,3,0,3,3,0,3,0,3,3,0,3,3,3,3,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
img_22.jpg,Train,4,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7,0,7,0,7,0,0,0,7,0,7,7,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_23.jpg,Train,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,10,10,10,0,0,0,10,10,10,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_24.jpg,Train,4,0,0,0,0,0,0,0,0,0,0,7,10,7,0,0,0,0,0,7,10,7,7,7,7,0,0,7,10,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_25.jpg,Train,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,4,4,0,4,0,0,4,4,4,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_26.jpg,Train,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,6,3,3,3,3,3,6,3,6,3,3,3,3,3,6,3,6,3,3,3,3,3,6,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_27.jpg,Train,7,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,9,9,9,0,1,1,9,0,9,9,9,9,1,0,9,0,9,9,9,0,0,1,9,0,9,9,9,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_28.jpg,Train,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,2,2,0,2,0,0,2,2,2,2,0,2,0,0,2,2,2,2,0,2,0
img_29.jpg,Train,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_30.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,0,0,6,6,6,6,6,6,0,0,6,6,6,6,0,6,0,0,6,0,6,6,6,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0
img_31.jpg,Train,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,0,5,0,0,5,5,6,6,0,0,5,0,5,5,0,6,0,5,5,0,0,5,6,6,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0
img_32.jpg,Train,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
img_33.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,7,0,7,7,9,7,7,7,7,7,7,7,9,0,0,0,7,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_34.jpg,Train,4,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,4,4,6,0,6,0,4,0,4,4,6,0,0,0,4,0,4,4,6,0,6,0,4,0,4,4,6,0,6,6,4,0,4,0,6,0,6,0,4,0,0,0,0,0,0,0,0
img_35.jpg,Train,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,5,5,0,1,0,5,5,5,5,0,0,1,1,0,5,5,5,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_36.jpg,Train,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,5,5,0,5,0,5,0,5,5,5,0,5,0,5,0,5,5,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0
img_37.jpg,Train,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,6,6,6,0,0,0,0,0,6,6,6,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
img_38.jpg,Train,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,0,0,6,6,0,6,6,0,0,0,6,6,0,6,6,0,0,0,6,6,0,6,6,0,0,0,6,0,0,0,0,0,0,0
img_39.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,0,0,7,7,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_40.jpg,Train,2,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,7,7,7,7,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_41.jpg,Train,7,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,9,9,9,9,0,9,0,0,9,9,9,9,9,9,0,0,0,9,9,9,0,9,9,0,9,9,9,9,0,0,9,0,9,9,0,9,0,9,0,0,0,0,0,0,0,0,0
img_42.jpg,Train,2,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,6,10,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_43.jpg,Train,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,1,0,0,1,1,5,0,0,1,0,0,1,0,5,0,1,1,0,0,1,1,5,0,1,1,0,0,1,1,5,0,1,1,0,0,0,0,0,0,1,1,0
img_44.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,9,9,9,0,9,9,0,9,9,9,9,0,9,9,0,9,9,9,9,0,9,9,0,9,9,9,9,0,9,9,0,9,9,9,9,9,9,0,0,0,0,0,0,0,0
img_45.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,0,9,9,9,9,6,9,9,9,9,9,9,9,6,9,9,9,9,0,9,9,0,0,9,9,9,9,9,9
img_46.jpg,Train,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0
img_47.jpg,Train,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_48.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,0,3,0,3,0,0,0,3,3,3,0,3,0,0,0,3,3,3,0,3,0,0,0,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0
img_49.jpg,Train,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,4,4,4,0,0,4,4,0,4,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_50.jpg,Train,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_51.jpg,Train,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,6,5,5,5,6,0,5,5,6,5,5,5,6,0,5,5,6,0,5,5,6,0,5,5,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0
img_52.jpg,Train,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,9,9,0,9,0,0,0,0,9,9,9,9,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_53.jpg,Train,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,4,4,0,0,0,4,4,0,4,4,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_54.jpg,Train,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,5,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,5,0,0,0,0,3,3,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
img_55.jpg,Train,2,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,9,9,0,9,9,0,0,0,9,9,0,0,9,0,0,0,9,9,0,0,9,0,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,0,0
img_56.jpg,Train,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,3,3,3,3,0,3,0,3,3,3,3,3,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_57.jpg,Train,2,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,8,0,8,8,0,0,0,8,8,0,0,8,0,0,0,8,8,0,8,8,0,0,0,8,8,0,8,8,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0
img_58.jpg,Train,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,8,8,0,0,0,0,9,0,8,8,0,9,0,0,9,0,8,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
img_59.jpg,Train,8,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,0,0,6,6,6,6,0,6,0,6,6,6,0,6,6,6,0,6,6,6,6,6,0,6,0,6,6,6,6,6,6,6,0,6,6,6,0,6,6,6,0,0,0,0,0,0,0,0,0
img_60.jpg,Train,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_61.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8,0,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,0,8,8,8,8,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0
img_62.jpg,Train,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,5,5,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
img_63.jpg,Train,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,8,8,0,1,1,1,0,0,8,8,0,0,1,1,0,0,8,8,8,1,1,1,1,0,8,0,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0
img_64.jpg,Train,7,0,0,0,0,0,0,0,0,4,4,0,4,0,4,0,0,10,0,0,4,0,4,4,0,10,0,0,4,4,4,4,0,4,4,0,4,4,0,4,0,4,4,0,4,4,0,4,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0
img_65.jpg,Train,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,3,3,3,6,3,3,0,6,3,3,3,6,3,0,0,6,3,3,3,6,0,0,0,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_66.jpg,Train,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
img_67.jpg,Train,3,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,10,0,0,10,10,10,0,0,10,10,10,10,10,10,0,10,10,0,10,10,0,0,0,10,0,0,10,10,10,10,0,10,10,0,10,10,10,10,0,0,10,0,0,0
img_68.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,9,9,9,9,0,0,0,0,9,9,0,9,9,9,0,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_69.jpg,Train,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,5,0,0,5,0,5,0,0,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,0,5,5
img_70.jpg,Train,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,2,0,0,2,2,0,2,2,0,2,2,2,2,0,2,2,0,2,2,2,2,0,2,2,0,2,0,2,2,0,2,0,0,2,0,2,2,0,2,0,0,2,0,2,2
img_71.jpg,Train,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8,0,3,0,0,0,0,8,8,0,3,0,0,0,0,0,8,0,3,0,0,0,0,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
img_72.jpg,Train,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,0,10,10,0,10,6,10,10,0,10,10,0,10,6,10,10,0,10,10,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_73.jpg,Train,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,0,10,0,0,10,6,10,10,10,10,10,0,10,6,10,10,10,10,6,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_74.jpg,Train,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
img_75.jpg,Train,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,9,9,9,0,0,0,0,9,9,0,9,0,0,0,0,9,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
